out	Kingdom	Phylum	Class	Order	Family	Genus	Species
ca8d1f5cced25062477599b687f29c49	d__Bacteria						
7cddfef1c50d0f8e5ddf5321afb25386	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales			
1b9800ae87bd18ca8f60599866943dfc	d__Bacteria						
17e38c50c7a7cbf4117b0e40f7f53f60	d__Bacteria						
5dca9643d090d9867ff0b281a510fcb7	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Nocardioides	
059133702f348fae5aedd63420effa9e	d__Bacteria	 p__Firmicutes	 c__Bacilli				
b7342e6438ca3912e5bc7f02d43656de	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__D05-2	 g__D05-2	
e52a6963e8dfbe741fea3f048566ee02	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
e75dd5e871165f21dca1bd943e998b4c	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Geodermatophilaceae		
51ca144cd94832265e0273c3e5973480	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae	 g__Crossiella	
4236bbd1cd1743818407b9df6d0a69e4	d__Bacteria	 p__Firmicutes	 c__Bacilli				
b4067adb350080033ed3ffd5ed43e45e	d__Bacteria						
c08445637500a80d7ef6ab67ee904d29	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Rickettsiaceae		
99cde3232c3887e07e46ee3cfce5ae8c	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	 s__Bdellovibrionales_bacterium
7c83350e52192743b1573c4493f23ef7	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Geodermatophilaceae		
4ee3a33b512a3f64a56801da9ae7e052	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
254146d920718bd751eafb6199bc80f6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
59d925b3d7fdf1992b4eb523aff22318	d__Bacteria	 p__Firmicutes					
723c826fd3d387a0d12de1e0eaba6677	d__Bacteria						
fdf04fb9867d0b20efc7a587e871b7a5	d__Bacteria	 p__Proteobacteria					
d32277371b33ec4336d3743f0f4d73d9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Devosiaceae	 g__Devosia	
acab0ee9c9931b0795c4420de1a23a68	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
a65c771d312291842e81d0cae7eb2e5b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales			
699ab2abfefd7259e69b780e6e5d555c	d__Bacteria						
47e790ed7dd7094cc8466ff79ce91493	d__Bacteria						
affa650a33f31aeb9d9f4a2d81db5317	d__Bacteria	 p__Proteobacteria					
d256d87ee426637680d98c828000690d	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Promicromonosporaceae	 g__Cellulosimicrobium	
d29f776cbf117197cc4cbe141c0cf83c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__Reyranella	
f6d224ae18d7b6071cfd84bc1ceda677	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__uncultured	 f__uncultured	 g__uncultured	
16b0dbe5b12d49fa7f39373f21bf7808	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadaceae	 g__TM7a	
5f7bf0fb89297ca7b8c28482008f72fb	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__Reyranella	
eb64ada9460425576a20bd013773174e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae		
7e939fa4a39c3bf166508951df9bd726	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
53fbdbe7ace479b3d2ab46a552861ee2	d__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__Parachlamydiaceae	 g__Candidatus_Protochlamydia	
88660628947c9a74afb96dc3860fc048	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__uncultured	 s__uncultured_organism
31ef88e03517362fa27c791ccb5ec956	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__Microvirga	
d7e2513151922a512e6977613c8bc169	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia				
d107654248f5ffdd6d8a3980a8da8be5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Aeromonadales	 f__Aeromonadaceae	 g__Aeromonas	
8ef9509356b5594b908c5e535f79732b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae		
34e4b776447be29a7457bd9aea21f409	d__Bacteria						
8c20b6b243b40528e8080de2d065cf5f	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__AKIW659	 f__AKIW659	 g__AKIW659	 s__uncultured_soil
1e451c9dbb8fe7461579a8709dfc9d81	d__Bacteria	 p__Firmicutes					
46ed161587b4ffb9c75c84a7f5b3613b	d__Bacteria						
2569062c177deed7fe1f17569a5a5b9b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
6bb7105b83ed2e5067849b1bc8c87161	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
b398a56a9c2a57e57fc6d784d18a2291	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
e5666045dd3208203419ac8a1f3729f2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
b6736089445c8cc3ae90d41e26c11740	d__Bacteria	 p__Myxococcota	 c__Polyangia				
a38e466224084071894d6b6a0b4b8465	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Weeksellaceae	 g__Chryseobacterium	
60abc582d68add4425bbdc6d95d5d265	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
5985277e4ef63b6dfcf81220a2e889d4	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Bryobacterales	 f__Bryobacteraceae	 g__Bryobacter	
883d0a65098a1c8ea7e350e42dd41987	d__Bacteria						
44f6ae0274c253c96631b3ffd275dbf2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
7a1ce0f117eadaa2291faaf824eb369c	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	
140c579a70aea1583e6cfe9b64378d95	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae	 g__Cutibacterium	
a2a1ee278b72afe73206a8ec6f09c1c3	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
34f581c6df1964cd2f77adea21e66183	d__Bacteria	 p__Actinobacteriota	 c__MB-A2-108	 o__MB-A2-108	 f__MB-A2-108	 g__MB-A2-108	
1e81c2b4850124c4ab35b42d02af114b	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
3cb5f32f063db45e43d9bc1c410881d3	d__Bacteria						
02dc9d1c9b55936560a67d8419935cf1	d__Bacteria	 p__Firmicutes					
07484f225f9f534188d859b7ad79de71	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia				
105878f4994c6a8dd8cc9d3819bfd537	d__Bacteria	 p__Firmicutes	 c__Bacilli				
355a961f2fe986d6ab8a39d2bf624d1b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales			
d468692dbce6110e8883d5547f8a5f96	d__Bacteria	 p__Fibrobacterota	 c__Fibrobacteria	 o__Fibrobacterales	 f__Fibrobacteraceae	 g__possible_genus_04	
6953893c7989bf1998dba81eac59e502	d__Bacteria	 p__NB1-j	 c__NB1-j	 o__NB1-j	 f__NB1-j	 g__NB1-j	
7be69170a21da79cf14871625e63d15c	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae				
246fd9195e55a605ad7dae511da7596d	d__Bacteria	 p__Verrucomicrobiota					
b7fb38de3503ffd0ed8209d451ab5347	d__Bacteria	 p__Planctomycetota	 c__Phycisphaerae	 o__Phycisphaerales	 f__Phycisphaeraceae	 g__SM1A02	
bdff14b07868eb464f759e2dcac23cb2	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae		
7e2a7632dac8b38f7bc89461449ec7ec	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
1a57974cbc3818f7692231e6f21125d4	d__Bacteria	 p__Chloroflexi	 c__Ktedonobacteria	 o__C0119	 f__C0119	 g__C0119	 s__uncultured_Chloroflexi
42f591244476bbbad6ff42b274fe30dc	d__Bacteria	 p__Myxococcota	 c__bacteriap25	 o__bacteriap25	 f__bacteriap25	 g__bacteriap25	
40acd57991c468f35914be3b24096796	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae		
b1495e4a8ed6db8094439ae0e9e75c55	d__Bacteria						
2a51d0512293d2d44ff219f4b6d1fd94	d__Bacteria	 p__Abditibacteriota	 c__Abditibacteria	 o__Abditibacteriales	 f__Abditibacteriaceae	 g__Abditibacterium	
fc30cc58cb26da8a3a9dfb9dd30605b4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
5d1ff06b6fe72964db1cafc4ac7d3be1	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales			
20064a1b82e45cb3bd1c4e9c180e78e4	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Streptomycetales	 f__Streptomycetaceae	 g__Streptomyces	
9df2c5cee7790548292cc18bab5c5b31	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__D05-2	 g__D05-2	 s__uncultured_Bradyrhizobiaceae
2e9d7ce131fcc11ff863b080db5a38a7	d__Bacteria						
b3f67e81f897d313cedf91501a6d793e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__Mitochondria	 g__Mitochondria	
3004a24eb3a95551ecdef61c1368d6b3	d__Bacteria	 p__Proteobacteria					
6c8e46ab908ab58213acd9b36f958803	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Alcaligenaceae		
0b70aad4d733ed533200aacd6d06f6fc	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae		
7aea0e23e4da88708cacb39fd81d6133	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
8f8bac60f078bfddfeb2d15e49253b75	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales			
328da262855f231fe5e845862d0af936	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
2f265279f93aef0af6e26fa9a9d1ff45	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
179bdf8df42d9ad41033f094f2c1ff4c	d__Bacteria						
3b5cb443a078014e3b77001c5d535e84	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	 g__Dactylosporangium	
0715f57aa8e9b50506b7282a70e90de1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Rhodocyclaceae		
fe2298f4b33a664818f4dff36ce7d7ed	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae		
a6d6c582d355922947195c1271271c2d	d__Bacteria						
e7a413b385eb58b84b331eb3522701a7	d__Bacteria						
024e660910129756dfad5568310cf0b0	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
39b2a3f7a2fb93b9af6a3bfe8c9e99ec	d__Bacteria	 p__Chloroflexi	 c__Dehalococcoidia	 o__S085	 f__S085	 g__S085	 s__metagenome
27707843db7f6141593a71e63ef1564d	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
dfd905a9bc80d19742adaaf0e4f1eb45	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
038fb10044dff5ad664ad370935c7ad2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
99cdc9a8d4b74010d63d54a9a9d80bd4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae	 g__Camelimonas	
cbf9577c2db3603acf0d55c8c6dea5f8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae		
49a87e6610f6638014d2eb68c0a1bc8b	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales			
d5e7a0d461d36bb1c65bcb2a17eda9b6	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingomonas	
c138060b2d73e2e2c8e84cca60431a6e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
e0a44d05372fc3e303149d1fbb78c20f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae		
6fbf96ea4309536fcaebc0c0a65fbb43	d__Bacteria						
2d5e2fafb1df3142f3ac6793681bca04	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae		
6211522412f5d00779b6017dc6d2d7ab	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
46f78b98e23f66fb8b0f96e704ef0b8a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Nitrosomonadaceae	 g__Nitrosomonas	
ef4661e99b986811e872b86199d50c84	d__Bacteria	 p__Actinobacteriota					
4d537025fbc41166574f154fb053a280	d__Bacteria						
8b71f4c55badef34a3754d36bf8fecf4	d__Bacteria	 p__Actinobacteriota					
84ab3d526383114453ef53eda8fab189	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Geodermatophilaceae	 g__Blastococcus	
ed4a50e9f0ca49ee986c12b27a354673	d__Bacteria	 p__Firmicutes	 c__Bacilli				
0104bb1af577dfeddd853991d7ee7929	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__uncultured	 g__uncultured	 s__metagenome
067019df66c8915d4a1a8439ae1e7da6	d__Bacteria						
75fa11d03ecb9fbc9032123599040b0f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
5820f8327757b2eda5a2d78711eb1738	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales			
1be1aeb3ea97793c9af046a5cbc29703	d__Bacteria						
1f3f913529000f64e9bb558583975250	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Spirosomaceae	 g__Dyadobacter	 s__Dyadobacter_endophyticus
bc43ef26e5a0c197c163fb2e99297b21	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	
d9fe72d66ed9112063fcecf4abffb01a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
83206e5465cb93e7977833f958dd0214	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Hephaestia	 s__uncultured_bacterium
b54fb369b37a783376b69c5d9791c227	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
ca6e941d2c6ef7b9f8465bdb29e66d9f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__D05-2	 g__D05-2	 s__uncultured_Bradyrhizobiaceae
e1f17eae3958c8581d21c42ca07f6e43	d__Bacteria						
4d42263994cde33903cdd237013fb822	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	
e91ee5cf0fed17e7e3e8a16564598997	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodobacterales	 f__Rhodobacteraceae		
645bf36b1bfc600ff2f8f14b6dec3484	d__Bacteria	 p__Abditibacteriota	 c__Abditibacteria	 o__Abditibacteriales	 f__Abditibacteriaceae	 g__Abditibacterium	
25ba2613bc83998b4175fe78706aa2fd	d__Bacteria	 p__Nitrospirota	 c__Nitrospiria	 o__Nitrospirales	 f__Nitrospiraceae	 g__Nitrospira	
5946fe56aa219bc2f29028bcf0b9303c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Dongiales	 f__Dongiaceae	 g__Dongia	
d5c8a16f73e090c852b0f56280fd79c0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
3b471e5861d11a75452a93b63e63d3ba	d__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__Parachlamydiaceae	 g__Candidatus_Protochlamydia	
b42aad594a3441678c0c3c6d56fdd361	d__Bacteria						
233a92e0f7b34d2528244f90a7558528	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
3beef63f5500894c7c9847d8718cacbc	d__Bacteria						
8c34aa7f3997e82eeb4188bb59d28225	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae		
29a781d601d02e417cd9ada836fd6d63	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
888e4c223af53f17fce3522ffdedb6c5	d__Bacteria	 p__Acidobacteriota	 c__Thermoanaerobaculia	 o__Thermoanaerobaculales	 f__Thermoanaerobaculaceae	 g__Subgroup_10	
0cb621bc21243183c7d291a9a2c27a42	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
6b70baa7c86689f7b2746fc8699399ee	d__Bacteria						
1e7f62544193beebd0f87d0f3c8e2ee6	d__Bacteria						
4937debaf9ee269a9fd0ed5f4234e364	d__Bacteria						
34742ad457d9ecab255e6daa5fe8d2fe	d__Bacteria						
7a5d97fa32859eefbdddcf495162fc0f	d__Bacteria	 p__Dependentiae	 c__Babeliae	 o__Babeliales	 f__UBA12411	 g__UBA12411	 s__metagenome
21160ebd78a13a4482a5540b8ecb1edd	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae		
2c3b6109b9be7a2f00e394e550c5cba3	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Mucilaginibacter	
0c72a169b4e513988e53a570b57fde2d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
cb77239ef6d504e5948dd773af287beb	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae		
9f48fb4e31dfdff1f8d5ea716fed7569	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae		
b2b315240cee09b08f4ddb9dae2d9d79	d__Bacteria	 p__Chloroflexi	 c__TK10	 o__TK10	 f__TK10	 g__TK10	
3b71fb0967360ce721154ad5121433a0	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Cellulomonadaceae	 g__Cellulomonas	
1157cad75dcd25be4b23b02724c1c9f2	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Streptosporangiales	 f__Thermomonosporaceae		
832d804ef26b47c0a61b2a205f0900f1	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales			
73a6ebb5b145659ec725eb45d7f69ee2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae		
27bc8cd42cb11ce4698c96f1d72d3628	d__Bacteria						
5ed45b7d79d6bdcb17a7aec3eefaf336	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae		
d2eef5c3da1bd9704220cf4adc56d551	d__Bacteria						
17382e9b743ee745ec19299daa4c2cea	d__Bacteria	 p__Firmicutes	 c__Bacilli				
fc962b10f5c5a302ec00bb866d8d6987	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae		
4b400602cf2ac1c4bbe0bb17385f3576	d__Bacteria	 p__Firmicutes					
183380f5da16a1dbbd1f6c8d6c5d198b	d__Bacteria	 p__Acidobacteriota					
cbe9a03b90a7d26ecb8e93f814574f23	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae	 g__Aeromicrobium	
b0815b2ebac87143c125b714a5c058bb	d__Bacteria						
6d62e191e4ec9771586c309cbe99cc9b	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Promicromonosporaceae		
0a4d960349415b3b3ebe38aecd2c7df5	d__Bacteria	 p__Proteobacteria					
282a9efc0729472098fbae97ec0ebdb8	d__Bacteria						
a78d71c1288bfc97b655808315bce2a1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
0325ae4b995c6f147011513885d11d49	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	
498c6fb233ac4f45a41bbd67930e08bc	d__Bacteria	 p__Firmicutes					
40dd347197da6ac0b144a0cf4e4586d9	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales			
c0096b2e7489e6a1193dfc64de2d9bfe	d__Bacteria						
ce605e9149022f91ec6d70150cc25775	d__Bacteria	 p__Proteobacteria					
a71e603246122763c96ee94b4fe811c1	d__Bacteria	 p__Verrucomicrobiota	 c__Chlamydiae	 o__Chlamydiales	 f__Criblamydiaceae	 g__Criblamydiaceae	 s__metagenome
14fba1b47910bd0878efb2800acb084b	d__Bacteria						
027ccafe49fef0ca149d51cd060d9f88	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Nocardioidaceae		
eaf06c2c1113e9d32237a3b8856f6ba0	Unassigned						
f2b9e15f9a9a27da67769c489dca31de	d__Bacteria						
9afd3928279bf9b7ac54eedf9e78132e	d__Bacteria						
d606b5ba7c928a21fd085c33e1c1e5ff	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae		
6aa7a7142702ed115834b2cfe80de7b3	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
390ccedd3115eaf1e805c7b5dc33c5e8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
e7f298700ca73d27b43bbbd22f6b1899	d__Bacteria						
aa75313e15ab8ece497f5822927ae033	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Lacibacter	
cecce80a00ee44401f8fee673e560130	d__Bacteria						
1ffc4d930e02f22a17aece50bbe5fb13	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
4e30d6fa1b459aaf0cca8be1b06b1895	d__Bacteria						
a001e6b2efad97801dabb21adc3a4010	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Paracaedibacterales	 f__Paracaedibacteraceae	 g__Candidatus_Paracaedibacter	 s__metagenome
8ec20f7f6fb8d0516eb6727d8d720bdb	d__Bacteria	 p__Chloroflexi	 c__Chloroflexia	 o__Chloroflexales	 f__Roseiflexaceae	 g__Kouleothrix	
456d1ee24156199e7573ec34fa554d82	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
3402fd8a578f11da2cbd91de21cf9d5a	d__Bacteria	 p__Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae		
277002cadc61f66fa22081727a93dc18	d__Bacteria	 p__Desulfobacterota	 c__Desulfuromonadia	 o__Desulfuromonadia			
67b8af11478833438e059ec5ae363295	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
f63a5ca2c4cc193b1095aea2928f6aa6	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
8646954e3a07e2fb86c106079e0a4984	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Alicyclobacillales	 f__Alicyclobacillaceae		
a8328d70e44b33fe482d7f8ee246cab5	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales			
c98f30b2cd23170b2c4521725fea8f00	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae	 g__Salinispora	
5c0b3572012480f0efcb47e09f4f61b6	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales			
2dd8814427aac4b1b14108546b777a89	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae		
f277b0d2ed356282bc750df46f4dfa71	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
3aab35fa66a28c3fb9a3edfb34b9c0a7	d__Bacteria	 p__Proteobacteria					
dfd97c0563731b255a31557888d2561a	d__Bacteria	 p__Proteobacteria					
f0bcb05fb3311fe3cea7cd5c0e402ade	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
bcc52db6092db3bd6bd73b1a35251d4c	d__Bacteria	 p__Proteobacteria					
2f8173577b96b05f227c0f8435972d7b	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae	 g__Chryseolinea	
4074f51faf8fd5c72765bb54fd539858	d__Bacteria						
d15fcc272a4d33fe327b9d65113fd278	d__Bacteria	 p__Firmicutes					
3994a5546b900ec3c20734c4ddb15e8d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
0084b9b25a938ad089d9865e3ea71964	d__Bacteria						
46ee1cde54027556d1b07f4bec6ab706	d__Bacteria						
c49669245175b1f2d327c5e04427a6f6	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
db800e99ecc2ac4875a73948cdd60a54	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Xanthobacteraceae		
d1d125a442050ecc90d7b7fc40e33e9a	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__uncultured	 s__uncultured_Rhodospirillales
bb5dd676de2a31465e82224cbe672937	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
ffe2ec8ad303377401f5405b11c262e3	d__Bacteria	 p__Firmicutes					
